,0,1,2
0,4.989192332563655,-70.90596465689796,26.7390958866127
1,23.05981080282581,-72.89850509172985,17.804588657200355
2,36.55742584394925,-18.220026942123674,40.39809509926735
3,62.80590695026132,3.828830760222535,19.5964966506993
4,41.32354559188702,-28.886986163942392,23.183025222555827
5,42.363589157622876,-5.918425205393962,27.70551410407546
6,66.89508665940153,27.940051207557026,9.292743579846244
7,36.09027824142301,-20.259675337378006,34.39500107134805
8,25.51228859311935,-50.34473759015008,19.781299248517506
9,38.26106431919852,-22.771332982228195,33.233300671040254
10,28.219852074271113,-54.98025405926803,17.518923267184707
11,43.883740436455795,0.9051593693959783,20.926423304905047
12,35.07240926173265,-46.21591488220218,17.945389889821683
13,39.246305568991716,-20.293457094832892,32.28588721154435
14,46.61576594167337,-12.25818627170258,11.191544042633064
15,25.098580420707865,-40.187532767884605,29.539175744413694
16,-45.5105575855703,46.96808618836223,7.350112143126572
17,-72.08927113227803,45.500504328782704,8.60698963502189
18,0.5883269303393719,121.10613377048375,7.625319167405614
19,-88.8494402961112,-9.891197744932269,31.85231411247052
20,-9.22477929659996,113.16270364977167,-9.264789507832262
21,-46.32268182314528,58.45656152841399,11.69102306162743
22,-56.64143953619578,60.827107837947395,18.14325015172445
23,-80.89405485551656,28.793572043976052,33.8735787583813
24,-55.78782015487747,52.58025231819328,10.631427075300873
25,-30.426810301956802,72.21629611752829,-2.7712590158213066
26,-88.76391517695376,36.72996428101411,21.883214315652758
27,-92.37694856510151,12.706375302986624,29.354242041614878
28,-99.43918052072115,10.310045076743533,36.766230772606725
29,-90.50546266675204,27.582570939501366,43.41966139922924
30,-115.80743517551511,-4.140817339499478,38.78554673673931
31,-76.61964823707008,22.3949702894726,27.063888701328786
32,-86.21326343510704,14.197417403529156,32.211933240060674
33,-91.94946690725111,14.89596062678734,29.262035593875574
34,-83.95675637565232,14.277026605888775,30.75904701521445
35,-83.75019986655613,21.58901514979556,40.620227860355186
36,-96.93887042524034,-17.25528835067971,50.094764843314934
37,-88.41361402406605,-0.46448867740526717,34.85761345506837
38,-57.68592870928898,44.361576977393426,2.0976303553573223
39,-78.27911824470387,17.4342114326173,41.27441237627439
40,-79.96159799378061,8.818026675248586,33.251642934913676
41,-88.46675719009605,-5.132819513564005,31.62855345316739
42,-57.53991654556022,31.170299432885155,29.129196766113232
43,-60.73692227285079,22.307959823618706,21.880681717772685
44,-59.760648811413326,47.15845826161782,20.76479292964379
45,-70.03248663703123,44.94968136902773,14.74897309984344
46,-71.97844887933681,50.34092529847491,-24.46924730004519
47,-63.326441662434476,56.306941381401245,-19.204772233695255
48,-96.14869137473934,27.467059358976257,-11.756979285289122
49,-100.82782569348109,24.671206365615383,0.7106111211759439
50,-78.77451907094084,41.95189770366856,-25.18558375349769
51,-80.23559699641044,41.367431982804064,-12.621564699443542
52,-98.64643364083369,28.551367228915314,-8.405327241591815
53,-75.51273086749971,38.090435437706965,-18.934981636917655
54,-95.01823253825916,23.679506620607885,-3.5933460312296654
55,-71.59623032506425,51.55361351658131,9.841960604023178
56,-84.24397407310683,33.96440149484773,-6.9550422542926045
57,-97.36508424890349,24.114908807892192,-4.7656148445210365
58,-75.43020696173548,53.9920981516361,-31.692111320323743
59,-97.35876126956255,27.67574909583081,0.07322997248314325
60,-96.01321581406702,29.442070153941,-3.0674606171370136
61,-92.25119792554366,29.836368639917108,-13.848625624229385
62,-90.8930085285939,40.79302115722898,-17.518634221620612
63,-112.81296964111488,14.729974090753604,0.18053659265555053
64,-83.6479117294641,42.54068177455956,-8.10743323236846
